station,year,precip_annual_sum,t_med_annual_mean,t_max_annual_mean,t_min_annual_mean,spei3_annual_mean,n_months,pct_dry,pct_wet,pct_normal
Camenca,1986,622.6,10.4,15.51,5.09,0.14,12,16.7,8.3,75.0
Camenca,1987,436.5,10.48,15.63,5.07,-0.42,12,41.7,16.7,41.7
Camenca,1988,608.3,10.51,15.71,5.38,0.11,12,8.3,0.0,91.7
Camenca,1989,385.9,10.17,15.42,4.94,-0.5,12,41.7,0.0,58.3
Camenca,1990,663.5,9.55,14.88,4.22,0.38,12,0.0,16.7,83.3
Camenca,1991,580.5,9.83,15.16,4.54,0.04,12,25.0,16.7,58.3
Camenca,1992,488.7,10.25,15.63,5.02,-0.21,12,33.3,16.7,50.0
Camenca,1993,530.1,8.85,14.13,3.7,0.11,12,25.0,25.0,50.0
Camenca,1994,312.8,10.42,15.5,5.27,-0.68,12,50.0,0.0,50.0
Camenca,1995,561.3,9.08,14.27,4.11,0.07,12,16.7,8.3,75.0
Camenca,1996,551.9,10.62,15.69,5.56,-0.04,12,25.0,16.7,58.3
Camenca,1997,569.7,9.27,14.52,4.12,0.24,12,8.3,25.0,66.7
Camenca,1998,490.0,9.69,15.05,4.57,-0.24,12,41.7,25.0,33.3
Camenca,1999,461.8,9.71,14.95,4.19,-0.06,12,25.0,16.7,58.3
Camenca,2000,520.1,11.13,16.45,5.76,-0.25,12,16.7,0.0,83.3
Camenca,2001,692.1,9.9,15.12,4.71,0.45,12,0.0,25.0,75.0
Camenca,2002,515.1,8.31,13.75,3.33,0.01,12,8.3,8.3,83.3
Camenca,2003,662.6,9.71,15.14,4.73,0.35,12,0.0,16.7,83.3
Camenca,2004,599.1,9.37,14.88,4.23,0.25,12,8.3,25.0,66.7
Camenca,2005,569.3,11.18,16.24,5.54,-0.14,12,16.7,25.0,58.3
Camenca,2006,580.1,9.61,14.98,4.48,0.18,12,0.0,8.3,91.7
Camenca,2007,485.7,11.34,16.35,5.97,-0.36,12,33.3,0.0,66.7
Camenca,2008,509.8,9.32,14.71,4.04,0.02,12,0.0,8.3,91.7
Camenca,2009,609.6,9.99,15.33,4.8,0.22,12,0.0,16.7,83.3
Camenca,2010,440.9,9.52,14.92,4.22,-0.26,12,33.3,16.7,50.0
Camenca,2011,655.4,9.12,14.22,3.88,0.36,12,8.3,33.3,58.3
Camenca,2012,759.9,11.04,16.25,5.66,0.41,12,16.7,41.7,41.7
Camenca,2013,539.5,9.32,14.61,4.2,0.05,12,25.0,8.3,66.7
Camenca,2014,713.9,10.51,15.66,5.24,0.28,12,16.7,33.3,50.0
Camenca,2015,610.6,9.53,14.75,4.4,0.23,12,16.7,33.3,50.0
Camenca,2016,512.6,9.88,15.14,4.74,-0.0,12,16.7,16.7,66.7
Camenca,2017,529.5,9.69,15.1,4.48,-0.01,12,25.0,16.7,58.3
Camenca,2018,566.0,9.98,15.48,4.78,-0.02,12,25.0,25.0,50.0
Camenca,2019,483.1,9.2,14.47,3.88,-0.1,12,25.0,16.7,58.3
Camenca,2020,447.2,9.83,15.28,4.82,-0.25,12,8.3,0.0,91.7
Ceadir-Lunga,1961,524.6,11.36,16.78,6.3,-0.16,10,10.0,10.0,80.0
Ceadir-Lunga,1962,406.5,12.44,17.62,7.12,-0.32,12,41.7,25.0,33.3
Ceadir-Lunga,1963,482.0,11.37,16.37,6.2,-0.05,12,25.0,0.0,75.0
Ceadir-Lunga,1964,697.0,11.32,16.66,6.04,0.58,12,8.3,41.7,50.0
Ceadir-Lunga,1965,410.4,12.27,17.36,6.91,-0.29,12,33.3,16.7,50.0
Ceadir-Lunga,1966,344.3,11.49,16.62,6.11,-0.27,12,25.0,16.7,58.3
Ceadir-Lunga,1967,539.0,11.16,16.36,5.98,0.15,12,16.7,0.0,83.3
Ceadir-Lunga,1968,497.3,10.55,16.05,5.25,0.19,12,8.3,25.0,66.7
Ceadir-Lunga,1969,502.3,10.96,16.48,5.86,0.02,12,8.3,0.0,91.7
Ceadir-Lunga,1970,364.3,11.61,16.85,6.5,-0.23,12,25.0,16.7,58.3
Ceadir-Lunga,1971,594.1,11.46,16.67,6.2,0.13,12,25.0,25.0,50.0
Ceadir-Lunga,1972,679.6,11.26,16.46,6.04,0.54,12,0.0,33.3,66.7
Ceadir-Lunga,1973,398.1,12.12,17.22,6.62,-0.22,12,25.0,16.7,58.3
Ceadir-Lunga,1974,474.2,11.32,16.58,6.25,-0.04,12,8.3,8.3,83.3
Ceadir-Lunga,1975,551.1,11.98,17.18,6.64,0.12,12,8.3,25.0,66.7
Ceadir-Lunga,1976,483.8,11.5,16.71,6.22,0.06,12,25.0,16.7,58.3
Ceadir-Lunga,1977,467.7,11.84,17.07,6.62,-0.07,12,25.0,8.3,66.7
Ceadir-Lunga,1978,507.1,11.23,16.43,6.06,0.11,12,25.0,25.0,50.0
Ceadir-Lunga,1979,508.2,11.42,16.48,6.04,-0.05,12,16.7,8.3,75.0
Ceadir-Lunga,1980,529.0,11.74,16.88,6.28,0.12,12,16.7,25.0,58.3
Ceadir-Lunga,1981,443.1,12.52,17.68,7.05,-0.23,12,33.3,8.3,58.3
Ceadir-Lunga,1982,499.7,10.12,15.46,5.25,0.13,12,33.3,33.3,33.3
Ceadir-Lunga,1983,527.6,11.46,16.53,6.08,0.14,12,8.3,25.0,66.7
Ceadir-Lunga,1984,440.2,12.23,17.62,6.89,-0.22,12,25.0,8.3,66.7
Ceadir-Lunga,1985,421.1,11.27,16.69,6.01,-0.09,12,33.3,25.0,41.7
Ceadir-Lunga,1986,322.2,12.4,17.59,7.07,-0.41,12,41.7,16.7,41.7
Ceadir-Lunga,1987,683.0,11.08,16.45,5.82,0.41,12,16.7,41.7,41.7
Ceadir-Lunga,1988,741.0,12.12,17.35,6.86,0.63,12,0.0,33.3,66.7
Ceadir-Lunga,1989,478.4,11.38,16.69,6.08,-0.04,12,25.0,25.0,50.0
Ceadir-Lunga,1990,739.1,11.11,16.39,6.17,0.59,12,0.0,33.3,66.7
Ceadir-Lunga,1991,374.4,11.99,17.43,6.66,-0.23,12,33.3,25.0,41.7
Ceadir-Lunga,1992,466.7,12.29,17.31,7.03,-0.13,12,0.0,8.3,91.7
Ceadir-Lunga,1993,396.5,12.44,17.41,7.02,-0.34,12,25.0,0.0,75.0
Ceadir-Lunga,1994,443.1,11.42,16.64,6.0,-0.05,12,0.0,8.3,91.7
Ceadir-Lunga,1995,429.9,11.72,16.95,6.45,-0.2,12,25.0,16.7,58.3
Ceadir-Lunga,1996,544.3,12.21,17.33,6.8,0.05,12,16.7,25.0,58.3
Ceadir-Lunga,1997,407.5,11.65,16.73,6.58,-0.18,12,33.3,25.0,41.7
Ceadir-Lunga,1998,396.8,11.82,17.03,6.48,-0.27,12,33.3,16.7,50.0
Ceadir-Lunga,1999,458.9,10.97,16.4,5.62,-0.05,12,33.3,25.0,41.7
Ceadir-Lunga,2000,563.0,12.38,17.59,7.23,0.11,12,0.0,8.3,91.7
Ceadir-Lunga,2001,507.1,12.01,17.22,6.73,-0.04,12,16.7,0.0,83.3
Ceadir-Lunga,2002,469.3,10.88,16.04,5.6,0.07,12,16.7,0.0,83.3
Ceadir-Lunga,2003,403.6,11.25,16.58,5.93,-0.22,12,33.3,0.0,66.7
Ceadir-Lunga,2004,426.4,11.71,16.82,6.46,-0.12,12,25.0,16.7,58.3
Ceadir-Lunga,2005,332.9,12.29,17.58,7.02,-0.47,12,41.7,8.3,50.0
Ceadir-Lunga,2006,370.9,10.43,15.76,5.27,-0.14,12,25.0,0.0,75.0
Ceadir-Lunga,2007,479.2,10.17,15.48,4.99,0.18,12,0.0,25.0,75.0
Ceadir-Lunga,2008,395.4,11.77,16.9,6.42,-0.26,12,33.3,8.3,58.3
Ceadir-Lunga,2009,617.1,12.37,17.54,7.07,0.17,12,0.0,16.7,83.3
Ceadir-Lunga,2010,392.0,11.84,16.99,6.45,-0.26,12,25.0,16.7,58.3
Ceadir-Lunga,2011,588.2,11.33,16.6,6.15,0.19,12,0.0,8.3,91.7
Ceadir-Lunga,2012,596.0,11.55,16.78,6.16,0.33,12,8.3,33.3,58.3
Ceadir-Lunga,2013,767.7,12.25,17.37,7.09,0.58,12,0.0,33.3,66.7
Ceadir-Lunga,2014,370.9,10.95,16.12,5.64,-0.19,12,33.3,8.3,58.3
Ceadir-Lunga,2015,332.6,10.31,15.59,5.07,-0.18,12,33.3,33.3,33.3
Ceadir-Lunga,2016,435.3,10.88,16.09,5.49,-0.03,12,25.0,25.0,50.0
Ceadir-Lunga,2017,335.5,11.04,16.26,5.81,-0.24,12,33.3,16.7,50.0
Ceadir-Lunga,2018,570.4,12.09,17.13,6.53,0.07,12,16.7,25.0,58.3
Ceadir-Lunga,2019,523.5,11.5,16.77,6.28,0.03,12,41.7,41.7,16.7
Ceadir-Lunga,2020,714.1,11.79,16.78,6.35,0.54,12,0.0,25.0,75.0
Chisinau,1961,386.5,10.37,15.51,4.82,-0.66,10,50.0,10.0,40.0
Chisinau,1962,602.2,10.37,15.55,5.12,0.06,12,25.0,25.0,50.0
Chisinau,1963,464.3,10.99,16.26,5.63,-0.1,12,25.0,16.7,58.3
Chisinau,1964,575.7,10.88,16.08,5.53,0.01,12,16.7,16.7,66.7
Chisinau,1965,516.3,8.79,14.27,3.53,0.08,12,8.3,8.3,83.3
Chisinau,1966,530.5,10.41,15.7,5.02,0.02,12,8.3,25.0,66.7
Chisinau,1967,408.2,10.75,16.12,5.34,-0.4,12,25.0,0.0,75.0
Chisinau,1968,413.3,9.48,14.78,4.18,-0.15,12,25.0,0.0,75.0
Chisinau,1969,507.7,10.89,16.14,5.65,-0.21,12,25.0,16.7,58.3
Chisinau,1970,536.5,9.27,14.59,3.94,0.16,12,8.3,0.0,91.7
Chisinau,1971,656.3,10.18,15.42,4.82,0.33,12,16.7,41.7,41.7
Chisinau,1972,405.9,10.3,15.43,4.87,-0.3,12,25.0,0.0,75.0
Chisinau,1973,452.4,9.45,14.75,4.32,-0.08,12,33.3,16.7,50.0
Chisinau,1974,1066.6,9.99,15.34,4.68,1.24,12,0.0,50.0,50.0
Chisinau,1975,502.2,10.33,15.49,5.06,-0.16,12,33.3,16.7,50.0
Chisinau,1976,402.8,9.88,15.04,4.58,-0.25,12,33.3,16.7,50.0
Chisinau,1977,491.1,8.94,14.45,3.96,0.09,12,25.0,33.3,41.7
Chisinau,1978,561.7,10.28,15.41,4.8,0.01,12,8.3,0.0,91.7
Chisinau,1979,491.5,9.76,15.05,4.68,-0.07,12,16.7,16.7,66.7
Chisinau,1980,461.7,10.73,15.69,5.53,-0.24,12,25.0,8.3,66.7
Chisinau,1981,476.8,10.07,15.45,4.82,-0.07,12,25.0,0.0,75.0
Chisinau,1982,670.6,10.58,15.74,5.33,0.24,12,16.7,25.0,58.3
Chisinau,1983,462.6,9.23,14.57,3.98,-0.01,12,33.3,25.0,41.7
Chisinau,1984,462.9,10.2,15.36,5.0,-0.15,12,16.7,0.0,83.3
Chisinau,1985,458.5,9.77,15.1,4.37,-0.11,12,16.7,0.0,83.3
Chisinau,1986,550.3,10.16,15.3,4.92,-0.01,12,16.7,25.0,58.3
Chisinau,1987,572.6,10.53,15.88,5.3,0.07,12,0.0,8.3,91.7
Chisinau,1988,570.0,9.28,14.73,4.12,0.14,12,8.3,0.0,91.7
Chisinau,1989,447.3,9.81,15.3,4.54,-0.15,12,33.3,25.0,41.7
Chisinau,1990,597.2,10.16,15.22,4.81,0.12,12,16.7,25.0,58.3
Chisinau,1991,521.9,10.29,15.72,5.11,-0.06,12,25.0,25.0,50.0
Chisinau,1992,599.6,9.71,15.23,4.33,0.06,12,8.3,25.0,66.7
Chisinau,1993,477.7,9.67,14.8,4.58,0.09,12,16.7,16.7,66.7
Chisinau,1994,403.4,9.12,14.54,3.68,-0.16,12,25.0,0.0,75.0
Chisinau,1995,498.1,9.81,14.93,4.67,0.05,12,16.7,41.7,41.7
Chisinau,1996,648.3,9.24,14.52,3.98,0.35,12,0.0,0.0,100.0
Chisinau,1997,472.0,10.1,15.28,4.82,-0.12,12,25.0,0.0,75.0
Chisinau,1998,530.3,9.25,14.6,4.21,0.11,12,8.3,25.0,66.7
Chisinau,1999,566.5,9.88,14.97,4.46,0.1,12,16.7,33.3,50.0
Chisinau,2000,527.6,9.85,15.2,4.51,0.11,12,8.3,25.0,66.7
Chisinau,2001,467.1,10.52,15.66,5.51,-0.13,12,33.3,25.0,41.7
Chisinau,2002,383.9,11.17,16.48,5.74,-0.53,12,50.0,0.0,50.0
Chisinau,2003,561.8,10.18,15.38,4.91,-0.04,12,33.3,33.3,33.3
Chisinau,2004,645.8,10.94,15.95,5.78,0.2,12,8.3,16.7,75.0
Chisinau,2005,392.7,10.48,15.57,5.17,-0.37,12,41.7,25.0,33.3
Chisinau,2006,581.6,10.15,15.12,4.84,0.16,12,16.7,25.0,58.3
Chisinau,2007,434.7,10.46,15.81,5.18,-0.26,12,16.7,8.3,75.0
Chisinau,2008,847.3,9.67,14.86,4.42,0.73,12,0.0,25.0,75.0
Chisinau,2009,558.4,10.63,15.87,5.25,-0.04,12,0.0,8.3,91.7
Chisinau,2010,655.4,10.7,15.92,5.39,0.28,12,8.3,25.0,66.7
Chisinau,2011,482.8,9.84,15.37,4.52,-0.05,12,16.7,0.0,83.3
Chisinau,2012,775.2,9.76,15.06,4.34,0.71,12,0.0,25.0,75.0
Chisinau,2013,489.4,10.5,15.57,5.22,-0.23,12,8.3,0.0,91.7
Chisinau,2014,651.6,10.46,15.69,4.89,0.16,12,16.7,33.3,50.0
Chisinau,2015,448.2,10.67,15.73,5.28,-0.24,12,41.7,25.0,33.3
Chisinau,2016,575.2,9.63,14.99,4.29,0.18,12,8.3,25.0,66.7
Chisinau,2017,501.4,9.52,14.98,4.37,-0.03,12,16.7,16.7,66.7
Chisinau,2018,406.0,8.62,13.98,3.58,-0.08,12,0.0,16.7,83.3
Chisinau,2019,354.2,9.29,14.62,4.02,-0.46,12,41.7,25.0,33.3
Chisinau,2020,410.1,8.92,14.42,3.87,-0.03,12,25.0,25.0,50.0
Comrat,1961,395.4,11.73,17.01,6.5,-0.47,10,10.0,10.0,80.0
Comrat,1962,392.4,11.44,16.68,6.05,-0.35,12,41.7,16.7,41.7
Comrat,1963,629.4,11.11,16.19,5.87,0.43,12,0.0,16.7,83.3
Comrat,1964,612.1,10.6,15.9,5.6,0.37,12,0.0,25.0,75.0
Comrat,1965,527.6,11.9,17.08,6.7,-0.02,12,8.3,0.0,91.7
Comrat,1966,348.9,11.34,16.63,6.22,-0.21,12,33.3,16.7,50.0
Comrat,1967,356.0,11.98,17.17,6.69,-0.38,12,33.3,0.0,66.7
Comrat,1968,564.0,11.14,16.56,5.91,0.13,12,0.0,0.0,100.0
Comrat,1969,610.7,10.88,16.19,5.58,0.42,12,16.7,33.3,50.0
Comrat,1970,331.0,11.88,17.0,6.46,-0.43,12,41.7,0.0,58.3
Comrat,1971,406.4,10.64,16.04,5.37,-0.16,12,25.0,16.7,58.3
Comrat,1972,539.6,12.33,17.37,6.97,0.04,12,33.3,25.0,41.7
Comrat,1973,478.7,11.48,16.73,6.46,-0.17,12,33.3,16.7,50.0
Comrat,1974,726.9,11.43,16.66,6.17,0.62,12,0.0,25.0,75.0
Comrat,1975,621.9,11.84,16.73,6.49,0.23,12,25.0,25.0,50.0
Comrat,1976,419.4,11.72,16.98,6.66,-0.15,12,25.0,25.0,50.0
Comrat,1977,532.4,10.9,16.19,5.71,0.1,12,0.0,0.0,100.0
Comrat,1978,242.9,13.06,18.07,7.73,-0.69,12,41.7,0.0,58.3
Comrat,1979,476.2,10.87,16.22,5.82,-0.03,12,25.0,33.3,41.7
Comrat,1980,466.6,10.63,15.97,5.37,0.01,12,25.0,16.7,58.3
Comrat,1981,577.1,10.59,15.98,5.81,0.27,12,8.3,25.0,66.7
Comrat,1982,360.8,11.71,16.93,6.54,-0.28,12,25.0,8.3,66.7
Comrat,1983,572.9,10.59,15.77,5.52,0.24,12,16.7,25.0,58.3
Comrat,1984,327.4,11.59,16.92,6.34,-0.44,12,33.3,0.0,66.7
Comrat,1985,463.7,10.82,16.22,5.7,-0.02,12,25.0,25.0,50.0
Comrat,1986,524.6,11.52,16.75,6.48,0.08,12,0.0,0.0,100.0
Comrat,1987,423.8,12.05,17.16,6.72,-0.27,12,33.3,0.0,66.7
Comrat,1988,534.4,11.81,17.04,6.66,-0.14,12,25.0,25.0,50.0
Comrat,1989,560.3,11.2,16.48,5.97,0.4,12,16.7,25.0,58.3
Comrat,1990,468.1,10.62,15.99,5.35,0.05,12,16.7,25.0,58.3
Comrat,1991,382.3,12.02,17.28,6.6,-0.37,12,33.3,0.0,66.7
Comrat,1992,454.0,10.98,16.17,5.9,0.05,12,25.0,25.0,50.0
Comrat,1993,374.7,11.96,17.24,6.87,-0.39,12,25.0,8.3,66.7
Comrat,1994,583.3,11.0,16.26,5.77,0.22,12,0.0,8.3,91.7
Comrat,1995,493.0,10.98,16.22,5.8,0.03,12,25.0,25.0,50.0
Comrat,1996,478.6,11.0,16.23,5.7,0.12,12,8.3,8.3,83.3
Comrat,1997,512.4,11.08,16.4,5.92,-0.09,12,41.7,41.7,16.7
Comrat,1998,659.2,11.63,16.8,6.2,0.47,12,0.0,16.7,83.3
Comrat,1999,580.4,11.56,16.77,6.42,0.2,12,25.0,33.3,41.7
Comrat,2000,565.2,11.36,16.75,5.98,0.22,12,25.0,25.0,50.0
Comrat,2001,486.5,11.46,16.56,6.41,0.04,12,8.3,0.0,91.7
Comrat,2002,698.9,10.78,16.08,5.56,0.51,12,0.0,25.0,75.0
Comrat,2003,451.6,11.26,16.52,6.06,-0.05,12,16.7,8.3,75.0
Comrat,2004,418.7,11.43,16.68,6.22,-0.2,12,33.3,25.0,41.7
Comrat,2005,513.0,10.87,16.22,5.58,0.15,12,8.3,33.3,58.3
Comrat,2006,533.3,11.04,16.41,5.82,0.11,12,8.3,8.3,83.3
Comrat,2007,577.7,10.66,16.08,5.42,0.36,12,0.0,25.0,75.0
Comrat,2008,519.4,11.23,16.45,6.24,0.1,12,8.3,16.7,75.0
Comrat,2009,553.1,11.11,16.41,5.75,0.14,12,16.7,16.7,66.7
Comrat,2010,457.1,11.9,17.12,6.52,-0.19,12,25.0,16.7,58.3
Comrat,2011,541.1,10.37,15.45,5.3,0.25,12,16.7,25.0,58.3
Comrat,2012,391.5,11.78,16.92,6.55,-0.3,12,25.0,16.7,58.3
Comrat,2013,293.4,12.24,17.27,7.03,-0.51,12,41.7,16.7,41.7
Comrat,2014,414.2,10.46,15.89,5.12,-0.17,12,16.7,8.3,75.0
Comrat,2015,541.3,11.48,16.68,6.18,0.12,12,8.3,25.0,66.7
Comrat,2016,430.0,11.57,16.93,6.14,-0.11,12,25.0,16.7,58.3
Comrat,2017,609.1,11.94,17.18,6.44,0.13,12,8.3,25.0,66.7
Comrat,2018,566.0,11.53,16.87,6.26,0.09,12,16.7,8.3,75.0
Comrat,2019,476.9,12.23,17.27,6.97,-0.05,12,25.0,25.0,50.0
Comrat,2020,443.7,12.18,17.32,6.72,-0.15,12,25.0,16.7,58.3
Cornesti,1961,820.6,10.05,15.34,4.48,0.39,10,10.0,20.0,70.0
Cornesti,1962,531.0,10.77,15.76,5.51,0.1,12,25.0,25.0,50.0
Cornesti,1963,641.9,10.24,15.43,4.92,0.24,12,16.7,0.0,83.3
Cornesti,1964,534.1,10.5,15.71,5.46,0.06,12,0.0,16.7,83.3
Cornesti,1965,505.3,9.48,14.74,4.26,0.02,12,0.0,8.3,91.7
Cornesti,1966,460.2,10.32,15.69,5.05,-0.28,12,41.7,16.7,41.7
Cornesti,1967,348.0,10.42,15.51,5.0,-0.39,12,41.7,25.0,33.3
Cornesti,1968,287.2,9.43,14.56,4.22,-0.53,12,41.7,8.3,50.0
Cornesti,1969,594.7,9.8,15.09,4.62,0.13,12,16.7,25.0,58.3
Cornesti,1970,488.4,10.41,15.53,5.01,-0.07,12,25.0,8.3,66.7
Cornesti,1971,348.7,9.14,14.44,3.91,-0.26,12,25.0,8.3,66.7
Cornesti,1972,520.2,9.85,15.24,4.68,-0.02,12,25.0,16.7,58.3
Cornesti,1973,414.1,8.67,13.96,3.66,-0.05,12,8.3,0.0,91.7
Cornesti,1974,578.5,9.21,14.65,3.88,0.21,12,16.7,33.3,50.0
Cornesti,1975,349.3,9.33,14.55,4.19,-0.34,12,41.7,8.3,50.0
Cornesti,1976,447.9,8.88,14.25,3.66,-0.05,12,0.0,0.0,100.0
Cornesti,1977,602.8,9.1,14.29,3.95,0.22,12,8.3,8.3,83.3
Cornesti,1978,569.1,9.78,15.11,4.62,0.18,12,0.0,25.0,75.0
Cornesti,1979,412.3,9.42,14.74,4.18,-0.2,12,0.0,0.0,100.0
Cornesti,1980,433.2,8.36,13.82,3.3,-0.08,12,25.0,25.0,50.0
Cornesti,1981,530.5,9.56,15.0,4.21,-0.04,12,25.0,16.7,58.3
Cornesti,1982,563.0,10.64,15.68,5.43,0.08,12,16.7,25.0,58.3
Cornesti,1983,603.9,10.33,15.61,5.0,0.25,12,0.0,8.3,91.7
Cornesti,1984,613.8,10.61,15.8,5.35,0.19,12,0.0,25.0,75.0
Cornesti,1985,879.3,9.22,14.63,3.99,0.88,12,0.0,50.0,50.0
Cornesti,1986,436.7,10.16,15.38,4.9,-0.18,12,33.3,25.0,41.7
Cornesti,1987,603.4,10.26,15.51,4.7,0.16,12,8.3,25.0,66.7
Cornesti,1988,310.4,9.99,15.15,5.01,-0.43,12,41.7,16.7,41.7
Cornesti,1989,473.3,10.11,15.23,4.82,-0.13,12,33.3,25.0,41.7
Cornesti,1990,684.9,9.93,15.06,4.87,0.35,12,25.0,41.7,33.3
Cornesti,1991,506.1,9.24,14.63,4.13,0.06,12,8.3,25.0,66.7
Cornesti,1992,562.4,10.48,15.39,5.14,0.04,12,25.0,25.0,50.0
Cornesti,1993,484.1,8.92,14.32,3.87,0.15,12,25.0,16.7,58.3
Cornesti,1994,406.1,9.83,15.13,4.59,-0.29,12,25.0,0.0,75.0
Cornesti,1995,370.4,9.68,14.98,4.26,-0.26,12,33.3,8.3,58.3
Cornesti,1996,512.9,9.12,14.47,4.01,0.04,12,8.3,8.3,83.3
Cornesti,1997,415.1,10.46,15.4,5.1,-0.29,12,41.7,16.7,41.7
Cornesti,1998,659.2,10.72,15.96,5.32,0.18,12,16.7,25.0,58.3
Cornesti,1999,456.8,9.26,14.38,4.37,0.02,12,25.0,25.0,50.0
Cornesti,2000,440.7,10.3,15.69,4.97,-0.27,12,33.3,25.0,41.7
Cornesti,2001,471.1,9.67,14.69,4.56,-0.05,12,0.0,16.7,83.3
Cornesti,2002,511.9,9.18,14.36,3.92,0.15,12,0.0,25.0,75.0
Cornesti,2003,497.6,10.58,15.87,5.38,-0.2,12,25.0,0.0,75.0
Cornesti,2004,746.4,11.42,16.41,6.02,0.42,12,25.0,50.0,25.0
Cornesti,2005,735.8,9.45,14.68,4.32,0.58,12,8.3,33.3,58.3
Cornesti,2006,478.4,10.37,15.49,5.09,-0.19,12,33.3,33.3,33.3
Cornesti,2007,558.8,9.63,14.63,4.62,0.21,12,8.3,25.0,66.7
Cornesti,2008,504.3,10.24,15.57,4.98,-0.15,12,25.0,0.0,75.0
Cornesti,2009,506.2,10.53,15.74,5.1,-0.02,12,16.7,25.0,58.3
Cornesti,2010,494.7,9.67,14.89,4.47,-0.06,12,33.3,16.7,50.0
Cornesti,2011,618.3,10.13,15.32,5.01,0.21,12,8.3,16.7,75.0
Cornesti,2012,522.1,10.36,15.37,5.19,0.03,12,16.7,16.7,66.7
Cornesti,2013,549.9,9.15,14.28,4.05,0.18,12,25.0,33.3,41.7
Cornesti,2014,415.5,9.58,14.81,4.18,-0.34,12,41.7,16.7,41.7
Cornesti,2015,599.8,9.54,14.68,4.27,0.26,12,25.0,33.3,41.7
Cornesti,2016,357.8,9.63,14.93,4.44,-0.3,12,25.0,8.3,66.7
Cornesti,2017,427.6,9.39,14.77,4.13,-0.16,12,0.0,0.0,100.0
Cornesti,2018,551.1,9.28,14.83,4.06,0.11,12,0.0,0.0,100.0
Cornesti,2019,495.7,9.69,14.98,4.56,-0.05,12,8.3,25.0,66.7
Cornesti,2020,355.1,9.51,14.72,4.34,-0.38,12,41.7,8.3,50.0
Dubasari,1961,388.2,9.46,14.75,4.38,-0.73,10,50.0,0.0,50.0
Dubasari,1962,600.5,9.87,15.19,4.61,0.19,12,0.0,25.0,75.0
Dubasari,1963,400.8,9.38,14.7,4.13,-0.43,12,33.3,8.3,58.3
Dubasari,1964,618.0,9.35,14.66,4.08,0.27,12,8.3,25.0,66.7
Dubasari,1965,501.5,9.79,15.13,4.32,-0.19,12,25.0,0.0,75.0
Dubasari,1966,534.8,9.68,15.01,4.4,-0.05,12,16.7,16.7,66.7
Dubasari,1967,640.4,10.79,15.87,5.53,0.12,12,16.7,25.0,58.3
Dubasari,1968,565.7,10.69,15.97,5.43,-0.13,12,8.3,0.0,91.7
Dubasari,1969,609.8,9.69,14.98,4.37,0.14,12,8.3,25.0,66.7
Dubasari,1970,401.9,9.81,14.99,4.69,-0.3,12,33.3,25.0,41.7
Dubasari,1971,455.6,10.02,15.08,4.41,-0.28,12,25.0,8.3,66.7
Dubasari,1972,555.8,10.44,15.46,4.97,-0.04,12,8.3,8.3,83.3
Dubasari,1973,545.8,10.92,16.04,5.53,-0.27,12,33.3,16.7,50.0
Dubasari,1974,712.8,10.59,15.48,5.47,0.32,12,16.7,25.0,58.3
Dubasari,1975,531.8,9.89,15.31,4.75,-0.09,12,16.7,25.0,58.3
Dubasari,1976,686.9,10.82,15.95,5.49,0.13,12,25.0,33.3,41.7
Dubasari,1977,585.5,9.72,14.88,4.48,0.08,12,16.7,25.0,58.3
Dubasari,1978,483.3,9.9,15.18,4.67,-0.09,12,41.7,25.0,33.3
Dubasari,1979,582.9,9.96,15.11,4.97,0.0,12,16.7,8.3,75.0
Dubasari,1980,441.2,10.3,15.29,5.09,-0.25,12,8.3,0.0,91.7
Dubasari,1981,597.2,10.36,15.61,5.06,0.06,12,0.0,0.0,100.0
Dubasari,1982,750.0,10.7,15.98,5.17,0.23,12,0.0,25.0,75.0
Dubasari,1983,599.8,8.79,14.12,3.69,0.39,12,0.0,25.0,75.0
Dubasari,1984,420.6,10.5,15.62,5.24,-0.36,12,25.0,0.0,75.0
Dubasari,1985,526.5,10.38,15.6,5.24,-0.1,12,25.0,8.3,66.7
Dubasari,1986,442.1,9.63,14.78,4.49,-0.28,12,33.3,8.3,58.3
Dubasari,1987,897.0,9.99,15.27,4.78,0.8,12,0.0,50.0,50.0
Dubasari,1988,483.1,9.48,14.74,4.41,-0.07,12,16.7,25.0,58.3
Dubasari,1989,513.9,10.26,15.35,5.02,-0.16,12,16.7,0.0,83.3
Dubasari,1990,470.0,10.19,15.22,4.94,-0.25,12,33.3,25.0,41.7
Dubasari,1991,480.5,10.88,16.14,5.54,-0.45,12,33.3,0.0,66.7
Dubasari,1992,551.9,10.38,15.61,5.24,-0.04,12,33.3,25.0,41.7
Dubasari,1993,568.0,11.25,16.32,5.97,-0.08,12,33.3,25.0,41.7
Dubasari,1994,417.3,8.88,14.24,3.78,-0.32,12,25.0,0.0,75.0
Dubasari,1995,539.4,10.16,15.59,5.02,-0.13,12,25.0,8.3,66.7
Dubasari,1996,614.8,9.37,14.67,4.14,0.2,12,8.3,16.7,75.0
Dubasari,1997,776.8,11.03,16.07,5.63,0.41,12,8.3,33.3,58.3
Dubasari,1998,419.3,10.33,15.38,4.8,-0.36,12,33.3,8.3,58.3
Dubasari,1999,728.4,11.17,16.31,5.74,0.21,12,16.7,33.3,50.0
Dubasari,2000,952.9,10.16,15.28,4.78,0.92,12,0.0,50.0,50.0
